date_debut,date_fin,id_cuve_principale,id_cuve_journaliere,id_groupe,quantités_cuve_principale,quantite_cuve_journaliere,depotage,compteur_horaire,état_fonctionnement,observations
2026-07-20,2026-07-24,CP002,CJ002,G2-SDMO-650,4094.0,1000.0,0.0,1018.0,F,
